id,senate_id,name,description,address,country,state
922,401104937,CAPITOL CONSULTING GROUP LLC (DC),Government affairs consulting,,US,DC
923,13836,"ERVIN GRAVES STRATEGY GROUP, LLC",Government Affairs Firm,,US,DC
924,400712135,"TIBER CREEK HEALTH STRATEGIES, INC.",Government Relations.,,US,DC
925,401105134,ACUMENDC LLC,Lobbying consultant,,US,SC
926,284493,MR. PHILIP MAGGI,Government and public affairs firm,,US,CT
927,401107186,SMITH & ASSOCIATES,,,US,FL
928,401109366,JTB SRATEGIES,,,US,TX
929,306055,BLACKBERRY CORP.,Software company,,US,TX
930,401108124,HOLLINGER GROUP CONSULTING,,,US,VA
931,401106355,"LONGBOW PUBLIC POLICY GROUP, LLC",Public Policy Firm,,US,DC
932,401103077,LINCOLN POLICY GROUP,Government affairs consulting,,US,DC
933,401109248,DENTSPLY SIRONA INC.,,,US,NC
934,401107041,"PATINO BREWSTER & PARTNERS, LLC",,,US,FL
935,401109322,GROUPE SEB,,,US,NJ
936,7268,BROYDRICK & ASSOCIATES,Government relations and lobbying.,,US,DC
937,401109314,THE COALITION FOR RENEWABLE NATURAL GAS,,,US,CA
938,401057985,ATLANTIC STRATEGIES GROUP LLC,Government relations firm,,US,DC
939,401103779,HIGH STREET STRATEGIES LLC,private consulting firm,,US,DC
940,401103327,OFF HILL STRATEGIES L.L.C.,Government Consulting Firm,,US,FL
941,401107923,"BARSA STRATEGIES, LLC",,,US,VA
942,401108172,ANCHOR & ARROW STRATEGIES,,,US,TX
943,401105896,CROSS POTOMAC CONSULTING LLC,government relations consulting,,US,FL
944,400791383,"PUBLIC STRATEGIES 360, LLC",lobbying firm,,US,GA
945,401109370,VANTIVE US HEALTHCARE LLC,,,US,DC
946,401109362,GLOBAL SOUTH LOBBY GROUP USA,,,US,DC
947,292573,"MCALLISTER & QUINN, LLC",&#226;€‹Federal and Foundation Grants and Government Relations consulting firm.,,US,DC
948,401109371,ALTERRA,,,US,OH
949,40013094,BLINDED VETERANS ASSOCIATION,non-profit,,US,VA
950,401105685,"HARGAN STRATEGIES, FORMERLY REPORTED AS HARGAN AND ASSOCIATES",Consulting,,US,FL
951,401107367,MISSION STRATEGIES LLC (ENERGY),,,US,TX
952,401109321,DIGITAL DIAGNOSTICS INC.,,,US,IA
953,5404,"BARNES & THORNBURG, LLP",Law firm.,,US,DC
954,400984809,"KEYS GROUP, LLC",Government Affairs Consulting,,US,MD
955,401107621,"TRUE ANOMALY, INC.",,,US,CO
956,401108322,NOVUS INK LIMITED LIABILITY COMPANY,,,US,FL
957,401105148,FS VECTOR LLC,Lobbying firm,,US,DC
958,401109336,"HIMS & HERS HEALTH, INC.",,,US,CA
959,401106369,CAROL G HOLLADAY & ASSOCIATES,"federal consulting, lobbying, business development",,US,DC
960,401106074,"RESTON STRATEGY GROUP, LLC",Government affairs and strategic business consulting.,,US,DC
961,400421010,"H.A. CUMBER & COMPANY, INC.",Government Consulting,,US,FL
962,401109382,TORCHBEARER PUBLIC AFFAIRS,,,US,IN
963,401071014,"THINK POLICY CONSULTING, LLC",Government Affairs Consulting,,US,VA
964,401107893,FORZA 151 STRATEGIES,,,US,VA
965,401104678,"HILL EAST GROUP, LLC",Lobbying firm,,US,DC
966,13698,NATIONAL WASTE & RECYCLING ASSOCIATION,Voice of all things waste & recycling,,US,VA
967,400958768,"POLICY INTEGRATION PARTNERS, LLC",Government affairs,,US,DC
968,401105846,"SCARINCI & HOLLENBECK, LLC",Law Firm,,US,NJ
969,401105394,"PORT SIDE STRATEGIES, LLC",Consulting Firm,,US,DC
970,401108263,RED OAK STREET LLC,,,US,NY
971,401103810,"COHERUS BIOSCIENCES, INC.","lobbying, advocacy, pharmaceutical company",,US,CA
972,401105827,"ARTICLE ONE GROUP, LLC",Government Relations Consulting Firm,,US,MD
973,401105692,CLARK STREET ASSOCIATES,Consulting firm,,US,CA
974,401107227,"CAPROCK STRATEGIES, LLC",,,US,VA
975,401109289,"BASELINE STRATEGIES, LLC",,,US,DC
976,401107071,QUINCY INSTITUTE FOR RESPONSIBLE STATECRAFT,,,US,DC
977,401106238,"CAPITOL ENERGY ADVOCACY, LLC",Consulting Firm,,US,VA
978,401107033,"RBW GROUP, LLC",,,US,DC
979,79131,"TRIAD STRATEGIES, LLC.",Lobbying and consulting services,,US,PA
980,60457,RON CAMPBELL / SPS CONSULTANTS,,,US,MD
981,401106159,HORIZONS GLOBAL SOLUTIONS LLC,Consulting and Government Affairs,,US,AL
982,89155,GRANT CONSULTING GROUP,consulting firm,,US,MI
983,8453,"CASSIDY & ASSOCIATES, INC.",Government relations,,US,DC
984,400671007,"TAUZIN CONSULTANTS, LLC","&#226;€‹Government relations, business development, and business incubation firm.",,US,LA
985,401103500,FIERCE GOVERNMENT RELATIONS,Government Relations and Consulting,,US,DC
986,401105790,CHRISTIANACARE,health system,,US,DE
987,401107920,KYOCERA AVX COMPONENTS CORPORATION,,,US,SC
988,401107028,BONDI PARTNERS ADVOCACY CORP. (FKA PACIFIC PARTNERS),,,US,DC
989,400713139,THE BENNETT CONSULTING GROUP,Government relations consulting,,US,DC
990,401103747,SACHEM STRATEGIES,Lobbying firm,,US,MA
991,29516,NORTH SHORE CONSULTANTS,Government consulting,,US,OH
992,401103118,STONE ADVOCACY SOLUTIONS,Federal Advocacy,,US,AZ
993,401108327,PARLAY STRATEGIES,,,US,DC
994,401106251,LPTV BROADCASTERS ASSOCIATION,Trade Association,,US,CT
995,31827,PORT OF PORTLAND,,,US,OR
996,401109408,ROOTED STRATEGY & POLICY,,,US,MD
997,401108948,"TRI-BRANCH RESOLUTION, LLC",,,US,MD
998,401109065,MR. ALBERT WYNN,,,US,MD
999,401106427,MILLS BLACK LLP,Law firm,,US,DC
1000,401109411,"IMPRESSION STRATEGY, LLC",,,US,VA
1001,401105983,ODAWI LAW PLLC,law firm,,US,NY
1002,401106054,POTOMAC CONSULTING LLC,Government Relations,,US,MD
1003,72975,"FEDERAL POLICY GROUP, LLC",Consulting,,US,DC
1004,401109350,LEXISNEXIS RISK SOLUTIONS FL INC.,,,US,GA
1005,401105995,"FONNESBECK CAPITOL STRATEGIES, LLC",Health Care,,US,AK
1006,401108889,DOWNING STREET STRATEGIES LLC,,,US,VA
1007,401109357,BELLWETHER GOVERNMENT AFFAIRS LLC,,,US,DC
1008,401109238,GOVERNMENT EMPLOYEES INSURANCE COMPANY,,,US,MD
1009,401108122,"ABNER COOPER, P.A.",,,US,FL
1010,401106371,"23 CONSULTING, LLC",,,US,GA
1011,401106892,GOOD GROUND INTERNATIONAL LLC,,,US,DC
1012,401105996,MG HOUSING STRATEGIES LLC,Housing Lobbying Firm,,US,ME
1013,401106243,"RIVIAN AUTOMOTIVE, LLC",Manufacturing,,US,CA
1014,284072,NASSAU SUFFOLK HOSPITAL COUNCIL,HCR Advocacy,,US,NY
1015,1683,AMERICAN ASSOCIATION OF PORT AUTHORITIES,,,US,DC
1016,401108693,LEDYARD GROUP,,,US,DC
1017,401104213,"BC CONSULTING, LLC",Transportation lobbying,,US,DC
1018,401104675,AMAC ACTION,Senior benefits organization,,US,FL
1019,295452,DEBORAH HOHLT,"State government, Office of the Governor",,US,DC
1020,401107822,"ENGELKE CONSUTLING, LLC",,,US,IN
1021,401109060,"CENTERLIGHT HEALTHCARE, INC.",,,US,NY
1022,401108272,"MARITIME TACTICAL SYSTEMS, INC. (MARTAC)",,,US,FL
1023,401105615,"BROADWATER INTERNATIONAL, INC.",Sales broker,,US,VA
1024,401106562,HURT NORTON LLC,,,US,DC
1025,401105889,LANZATECH INC.,Sustainable technology company,,US,IL
1026,83490,"EDENS ADVISORY, LLC",Manufacturing,,US,VA
1027,400434103,"WATER STRATEGIES, LLC","Water Strategies LLC is a government relations, publishing, and marketing firm.",,US,DC
1028,401103651,DGSR LLC,consulting,,US,DC
1029,401109417,FOXHOUND ADVISORS,,,US,CT
1030,401105054,LIPPES MATHIAS LLP (FKA LIPPES MATHIAS WEXLER FRIEDMAN LLP),Law firm,,US,DC
1031,401104397,CENTER FOR BIOLOGICAL DIVERSITY,Environmental Non-profit,,US,AZ
1032,401104232,COLUMBIA STRATEGIC COUNSEL,&#226;€‹government relations,,US,DC
1033,401109419,NVIDIA CORPORATION,,,US,CA
1034,40025199,"EXPERIMENTAL AIRCRAFT ASSOCIATION, INC.",Not-for-profit membership organization promoting and supporting general aviation.,,US,WI
1035,401105993,"VIRIDI PARENTE, INC.",Energy storage technology,,US,NY
1036,401108004,DEVRY UNIVERSITY,,,US,IL
1037,795,"ALBERTINE ENTERPRISES, INC.",Lobbyist,,US,DC
1038,401109372,"CAPITOL ADVOCACY, LLC",,,US,CA
1039,401105309,GABBERT CONSULTING CO LLC,Business Development and Government Affairs Consulting,,US,KY
1040,401103307,"AGM CONSULTING SERVICES, INC.",Consulting,,US,AL
1041,401104259,"AMERICAN PRESIDENT LINES, LLC",ocean transportation,,US,VA
1042,401104348,"FIRST PRINCIPLES STRATEGIES, LLC",Federal government affairs & strategic communications,,US,DC
1043,400618875,ALAN REUTHER,Lobbying and consultant services,,US,TX
1044,401109401,FARMVETDX,,,US,LA
1045,28903,NAVY LEAGUE OF THE UNITED STATES,Not for Profit,,US,VA
1046,400428066,NWG ADVOCACY LLC,advocacy,,US,FL
1047,401107305,HNI CORPORATION,,,US,IA
1048,310951,"CARFAX, INC.",Vehicle History Reports,,US,VA
1049,11388,CROWELL GLOBAL ADVISORS,Consulting firm,,US,DC
1050,284471,"CAPITOL IMPACT, LLC",Federal Government Affairs,,US,VA
1051,400302419,LONE STAR CONSULTING,Manufacturing,,US,VA
1052,50854,"AMERICAN COMMERCIAL BARGE LINES, LLC",,,US,IN
1053,13574,ENDOCRINE SOCIETY,Healthcare Association,,US,DC
1054,401103949,COMMITTEE ON INVESTMENT OF EMPLOYEE BENEFIT ASSETS INC.,Trade association with members who are chief investment officers of large companies.,,US,DC
1055,401103511,"MAGILL ASSOCIATES, LLC",Government relations and lobbying,,US,VA
1056,401108761,PAYSAFE PAYMENT PROCESSING SOLUTIONS LLC,,,US,FL
1057,3606,AMERICAN TORT REFORM ASSOCIATION,,,US,DC
1058,400691059,ANDERSON & CALLENDER,Consulting Firm,,US,MD
1059,401104015,CDB PROJX LLC,Consultant,,US,MD
1060,401107641,"IMEC.IC-LINK USA, INC.",,,US,CA
1061,401108468,THE AMERICAN COLLEGE OF MEDICAL GENETICS AND GENOMICS,,,US,MD
1062,401109404,TANAGRA ENTERPRISES LLC,,,US,VA
1063,30564,PACIFIC NORTHWEST WATERWAYS ASSOCIATION (PNWA),,,US,WA
1064,65475,"THE LAMBOS FIRM, LLP (FORMERLY KNOWN AS THE LAMBOS FIRM)",,,US,NY
1065,38381,TRANSPORTATION INTERMEDIARIES ASSOCIATION,,,US,VA
1066,401105026,"THE ONEILL GROUP, LLC",lobbying and consulting firm.,,US,DC
1067,400271244,AMERICAN ASSOCIATION OF PEOPLE WITH DISABILITIES,Promotes public policies to advance the goals of the American with Disabilities ADA..,,US,DC
1068,293233,MR. MARK KOPEC,consulting firm,,US,CT
1069,401109425,MERIDIAN 535 STRATEGIES,,,US,VA
1070,401109420,SIMMONS ENERGY AND ENVIRONMENTAL STRATEGIES LLC,,,US,VA
1071,32896,MR. ROBERT L. REDDING JR.,Governmental Affairs,,US,DC
1072,17818,"HEALTH AND MEDICINE COUNSEL, LLC",Governmentrelations lobbying firm,,US,DC
1073,400311455,PET INDUSTRY JOINT ADVISORY COUNCIL,pet industry lobbying,,US,DC
